#Vowels sample output for first problem
2605 2 1
2609 2 1
2612 2 1
2614 2 1
2616 2 1
2634 2 1
2644 2 1
2645 2 1
2648 2 1
2654 2 1
2664 2 1
2670 2 1
2676 2 1
2683 2 1
2689 2 1
2690 2 1
2692 2 1
2706 2 1
2709 2 1
2716 2 1
2726 2 1
2752 2 1
2756 2 1
2765 2 1
2767 2 1
2772 2 1
2781 2 1
2782 2 1
2783 2 1
2786 2 1
2787 2 1
2793 2 1
2794 2 1
2796 2 1
2797 2 1
2799 2 1
2800 2 1
2801 2 1
2803 2 1
2808 2 1
2818 2 1
2828 2 1
2830 2 1
2839 2 1
2857 2 1
2858 2 1
2871 2 1
2880 2 1
2884 2 1
2885 2 1
2894 2 1
2903 2 1
2910 2 1
2911 2 1
2913 2 1
2915 2 1
2918 2 1
2921 2 1
2922 2 1
2926 2 1
2928 2 1
2933 2 1
2935 2 1
2938 2 1
2939 2 1
2943 2 1
2944 2 1
2953 2 1
2957 2 1
2961 2 1
2978 2 1
2990 2 1
2999 2 1
3000 2 1
3003 2 1
3006 2 1
3008 2 1
3019 2 1
3030 2 1
3031 2 1
3037 2 1
3038 2 1
3049 2 1
3050 2 1
3061 2 1
3075 2 1
3105 2 1
3106 2 1
3107 2 1
3109 2 1
3112 2 1
3125 2 1
3126 2 1
3146 2 1
3147 2 1
3148 2 1
3151 2 1
3166 2 1
3183 2 1
3185 2 1
3187 2 1
3192 2 1
3198 2 1
3200 2 1
3207 2 1
3210 2 1
3211 2 1
3216 2 1
3226 2 1
3234 2 1
3236 2 1
3237 2 1
3238 2 1
3240 2 1
3243 2 1
3250 2 1
3253 2 1
3262 2 1
3271 2 1
3272 2 1
3276 2 1
3277 2 1
3278 2 1
3285 2 1
3290 2 1
3291 2 1
3295 2 1
3297 2 1
3298 2 1
3299 2 1
3300 2 1
3307 2 1
3308 2 1
3310 2 1
3311 2 1
3312 2 1
3313 2 1
3314 2 1
3318 2 1
3327 2 1
3335 2 1
3338 2 1
3344 2 1
3347 2 1
3348 2 1
3354 2 1
3360 2 1
3361 2 1
3365 2 1
3373 2 1
3376 2 1
3378 2 1
3380 2 1
3382 2 1
3390 2 1
3392 2 1
3398 2 1
3405 2 1
3407 2 1
3408 2 1
3411 2 1
3413 2 1
3415 2 1
3416 2 1
3418 2 1
3433 2 1
3436 2 1
3438 2 1
3443 2 1
3447 2 1
3450 2 1
3451 2 1
3453 2 1
3458 2 1
3460 2 1
3462 2 1
3466 2 1
3486 2 1
3499 2 1
3500 2 1
3501 2 1
3513 2 1
3520 2 1
3526 2 1
3528 2 1
3530 2 1
3531 2 1
3533 2 1
3539 2 1
3543 2 1
3544 2 1
3548 2 1
3551 2 1
3552 2 1
3566 2 1
3568 2 1
3578 2 1
3582 2 1
3586 2 1
3588 2 1
3594 2 1
3595 2 1
3601 2 1
3602 2 1
3605 2 1
3606 2 1
3607 2 1
3608 2 1
3611 2 1
3615 2 1
3618 2 1
3620 2 1
3625 2 1
3633 2 1
3636 2 1
3640 2 1
3666 2 1
3667 2 1
3668 2 1
3677 2 1
3679 2 1
3681 2 1
3682 2 1
3683 2 1
3684 2 1
3685 2 1
3686 2 1
3687 2 1
3688 2 1
3689 2 1
3690 2 1
3701 2 1
3711 2 1
3721 2 1
3728 2 1
3739 2 1
3745 2 1
3748 2 1
3756 2 1
3761 2 1
3764 2 1
3766 2 1
3767 2 1
3775 2 1
3784 2 1
3799 2 1
3800 2 1
3802 2 1
3805 2 1
3806 2 1
3807 2 1
3812 2 1
3816 2 1
3833 2 1
3835 2 1
3849 2 1
3858 2 1
3867 2 1
3868 2 1
3873 2 1
3886 2 1
3888 2 1
3890 2 1
3893 2 1
3895 2 1
3898 2 1
3900 2 1
3901 2 1
3903 2 1
3906 2 1
3907 2 1
3921 2 1
3943 2 1
3945 2 1
3952 2 1
3956 2 1
3971 2 1
3974 2 1
3976 2 1
3977 2 1
3980 2 1
3988 2 1
3989 2 1
3996 2 1
3999 2 1
4006 2 1
4019 2 1
4031 2 1
4041 2 1
4044 2 1
4047 2 1
4049 2 1
4050 2 1
4059 2 1
4060 2 1
4061 2 1
4062 2 1
4064 2 1
4065 2 1
4070 2 1
4071 2 1
4074 2 1
4088 2 1
4089 2 1
4091 2 1
4094 2 1
4099 2 1
4100 2 1
4102 2 1
4103 2 1
4107 2 1
4108 2 1
4111 2 1
4112 2 1
4119 2 1
4125 2 1
4130 2 1
4134 2 1
4135 2 1
4138 2 1
4140 2 1
4141 2 1
4143 2 1
4147 2 1
4148 2 1
4150 2 1
4151 2 1
4153 2 1
4155 2 1
4158 2 1
4159 2 1
4162 2 1
4163 2 1
4164 2 1
4165 2 1
4167 2 1
4168 2 1
4170 2 1
4171 2 1
4172 2 1
4173 2 1
4174 2 1
4175 2 1
4176 2 1
4177 2 1
4178 2 1
4179 2 1
4183 2 1
4184 2 1
4185 2 1
4186 2 1
4187 2 1
4191 2 1
4192 2 1
4193 2 1
4195 2 1
4196 2 1
4197 2 1
4199 2 1
4203 2 1
4204 2 1
4210 2 1
4211 2 1
4212 2 1
4213 2 1
4215 2 1
4216 2 1
4218 2 1
4220 2 1
4221 2 1
4222 2 1
4223 2 1
4224 2 1
4225 2 1
4226 2 1
4227 2 1
4228 2 1
4229 2 1
4231 2 1
4232 2 1
4233 2 1
4234 2 1
4236 2 1
4239 2 1
4240 2 1
4242 2 1
4243 2 1
4246 2 1
4247 2 1
4248 2 1
4249 2 1
4251 2 1
4252 2 1
4254 2 1
4255 2 1
4256 2 1
4258 2 1
4259 2 1
4261 2 1
4264 2 1
4271 2 1
4272 2 1
4275 2 1
4288 2 1
4289 2 1
4290 2 1
4293 2 1
4294 2 1
4295 2 1
4297 2 1
4299 2 1
4300 2 1
4302 2 1
4308 2 1
4314 2 1
4316 2 1
4317 2 1
4319 2 1
4320 2 1
4322 2 1
4323 2 1
4325 2 1
4329 2 1
4330 2 1
4333 2 1
4337 2 1
4341 2 1
4346 2 1
4348 2 1
4349 2 1
4350 2 1
4352 2 1
4353 2 1
4354 2 1
4356 2 1
4358 2 1
4361 2 1
4362 2 1
4363 2 1
4364 2 1
4367 2 1
4368 2 1
4369 2 1
4371 2 1
4375 2 1
4376 2 1
4377 2 1
4378 2 1
4379 2 1
4380 2 1
4382 2 1
4383 2 1
4384 2 1
4387 2 1
4388 2 1
4389 2 1
4393 2 1
4394 2 1
4395 2 1
4396 2 1
4399 2 1
4400 2 1
4401 2 1
4402 2 1
4403 2 1
4404 2 1
4409 2 1
4424 2 1
4425 2 1
4426 2 1
4427 2 1
4428 2 1
4429 2 1
4431 2 1
4432 2 1
4433 2 1
4434 2 1
4435 2 1
4436 2 1
4437 2 1
4438 2 1
4439 2 1
4440 2 1
4442 2 1
4443 2 1
4444 2 1
4445 2 1
4447 2 1
4453 2 1
4461 2 1
4477 2 1
4478 2 1
4480 2 1
4481 2 1
4482 2 1
4483 2 1
4484 2 1
4486 2 1
4489 2 1
4490 2 1
4497 2 1
4500 2 1
4502 2 1
4508 2 1
4513 2 1
4516 2 1
4524 2 1
4525 2 1
4526 2 1
4527 2 1
4528 2 1
4531 2 1
4534 2 1
4538 2 1
4542 2 1
4543 2 1
4547 2 1
4548 2 1
4551 2 1
4552 2 1
4556 2 1
4559 2 1
4560 2 1
4565 2 1
4567 2 1
4570 2 1
4574 2 1
4575 2 1
4579 2 1
4580 2 1
4582 2 1
4583 2 1
4588 2 1
4591 2 1
4596 2 1
4597 2 1
4600 2 1
